,aluguel,quartos,endereco,banheiro,vaga,area,bairro,rua
827,   R$ 1.000 /Mês  ,  1   Quarto  ,"Alameda Barão de Limeira, 1162 - Campos Elíseos, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  30   m²  , Campos Elíseos,"Alameda Barão de Limeira, 1162"
828,   R$ 1.300 /Mês  ,  1   Quarto  ,"Rua Cônego Eugênio Leite - Cerqueira César, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  30   m²  , Cerqueira César,Rua Cônego Eugênio Leite
829,   R$ 2.200 /Mês  ,  3   Quartos  ,"Rua Domingos de Morais, 1716 - Vila Mariana, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  80   m²  , Vila Mariana,"Rua Domingos de Morais, 1716"
830,   R$ 4.800 /Mês  ,  2   Quartos  ,"Rua Lisboa, 159 - Cerqueira César, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  163   m²  , Cerqueira César,"Rua Lisboa, 159"
831,   R$ 2.600 /Mês  ,  1   Quarto  ,"Avenida Doutor Cardoso de Melo, 426 - Vila Olímpia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  45   m²  , Vila Olímpia,"Avenida Doutor Cardoso de Melo, 426"
832,   R$ 2.600 /Mês  ,  2   Quartos  ,"Rua Santo Arcádio, 43 - Jardim das Acácias, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  64   m²  , Jardim das Acácias,"Rua Santo Arcádio, 43"
833,   R$ 900 /Mês  ,  2   Quartos  ,"Rua das Perobeiras - Chácara Santa Maria, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  45   m²  , Chácara Santa Maria,Rua das Perobeiras
834,   R$ 2.680 /Mês  ,  1   Quarto  ,"Rua Doutor Renato Paes de Barros, 550 - Itaim Bibi, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  54   m²  , Itaim Bibi,"Rua Doutor Renato Paes de Barros, 550"
835,   R$ 1.900 /Mês  ,  3   Quartos  ,"Rua Apeninos - Aclimação, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  85   m²  , Aclimação,Rua Apeninos
836,   R$ 3.300 /Mês  ,  2   Quartos  ,"Avenida São João, 97 - Centro, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  50   m²  , Centro,"Avenida São João, 97"
837,   R$ 6.650 /Mês  ,  2   Quartos  ,"Rua Delfina - Vila Madalena, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  83   m²  , Vila Madalena,Rua Delfina
838,   R$ 2.100 /Mês  ,  1   Quarto  ,"Rua Guararapes, 265 - Brooklin Paulista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  52   m²  , Brooklin Paulista,"Rua Guararapes, 265"
839,   R$ 12.000 /Mês    R$ 2.400.000   ,  4   Quartos  ,"Rua Luiz Martins de Araújo - Jardim dos Estados, São Paulo - SP",  6   Banheiros  ,  3   Vagas  ,  340   m²  , Jardim dos Estados,Rua Luiz Martins de Araújo
840,   R$ 2.200 /Mês  ,  3   Quartos  ,"Rua Santa Cruz, 2089 - Vila Mariana, São Paulo - SP",  3   Banheiros  ,  --   Vaga  ,  90   m²  , Vila Mariana,"Rua Santa Cruz, 2089"
841,   R$ 8.900 /Mês  ,  4   Quartos  ,"Rua Conceição de Monte Alegre - Cidade Monções, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  370   m²  , Cidade Monções,Rua Conceição de Monte Alegre
842,   R$ 80.000 /Mês    R$ 25.000.000   ,  5   Quartos  ,"Rua Groenlândia - Jardim América, São Paulo - SP",  4   Banheiros  ,  6   Vagas  ,  750   m²  , Jardim América,Rua Groenlândia
843,   R$ 12.000 /Mês    R$ 3.900.000   ,  2   Quartos  ,"Jardim Paulistano, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  230   m²  , SP,"Jardim Paulistano, São Paulo"
844,   R$ 30.000 /Mês    R$ 6.500.000   ,  3   Quartos  ,"Rua Guararapes - Lapa, São Paulo - SP",  5   Banheiros  ,  8   Vagas  ,  515   m²  , Lapa,Rua Guararapes
845,   R$ 10.000 /Mês    R$ 3.600.050   ,  4   Quartos  ,"Rua Alvarenga - Butantã, São Paulo - SP",  3   Banheiros  ,  4   Vagas  ,  400   m²  , Butantã,Rua Alvarenga
846,   R$ 4.500 /Mês    R$ 825.000   ,  3   Quartos  ,"Rua Otávio Tarquínio de Sousa, 606 - Campo Belo, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  160   m²  , Campo Belo,"Rua Otávio Tarquínio de Sousa, 606"
847,   R$ 30.000 /Mês    R$ 5.000.000   ,  4   Quartos  ,"Jardim Guedala, São Paulo - SP",  5   Banheiros  ,  5   Vagas  ,  431   m²  , SP,"Jardim Guedala, São Paulo"
848,   R$ 25.000 /Mês    R$ 5.500.000   ,  4   Quartos  ,"Rua Major Newton de Feliciano - Jardim Aurélia, São Paulo - SP",  6   Banheiros  ,  6   Vagas  ,  480   m²  , Jardim Aurélia,Rua Major Newton de Feliciano
849,   R$ 1.350 /Mês  ,  2   Quartos  ,"Rua Alfredo Pardini - Jardim Yara, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  70   m²  , Jardim Yara,Rua Alfredo Pardini
850,   R$ 900 /Mês  ,  1   Quarto  ,"Rua Lino Coutinho - Ipiranga, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  25   m²  , Ipiranga,Rua Lino Coutinho
851,   R$ 1.200 /Mês  ,  1   Quarto  ,"Rua Cipó da Mata, 34 - Mooca, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  70   m²  , Mooca,"Rua Cipó da Mata, 34"
852,   R$ 1.590 /Mês  ,  2   Quartos  ,"Rua Franco Paolantonio, 45 - Parque Ipê, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  74   m²  , Parque Ipê,"Rua Franco Paolantonio, 45"
853,   R$ 30.000 /Mês    R$ 9.800.000   ,  4   Quartos  ,"Rua Heitor Portugal - Retiro Morumbi, São Paulo - SP",  6   Banheiros  ,  10   Vagas  ,  1000   m²  , Retiro Morumbi,Rua Heitor Portugal
854,   R$ 10.000 /Mês    R$ 4.000.000   ,  4   Quartos  ,"Rua Américo Brasiliense - Chácara Santo Antônio (Zona Sul), São Paulo - SP",  6   Banheiros  ,  4   Vagas  ,  500   m²  , Chácara Santo Antônio (Zona Sul),Rua Américo Brasiliense
855,   R$ 23.000 /Mês    R$ 4.900.000   ,  4   Quartos  ,"Rua Miranda Guerra - Jardim Petrópolis, São Paulo - SP",  5   Banheiros  ,  8   Vagas  ,  501   m²  , Jardim Petrópolis,Rua Miranda Guerra
856,   R$ 36.893 /Mês    R$ 7.500.000   ,  4   Quartos  ,"Rua Miranda Guerra - Jardim Petrópolis, São Paulo - SP",  5   Banheiros  ,  6   Vagas  ,  720   m²  , Jardim Petrópolis,Rua Miranda Guerra
857,   R$ 4.800 /Mês  ,  3   Quartos  ,"Sumaré, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  180   m²  , SP,"Sumaré, São Paulo"
858,   R$ 1.500 /Mês    R$ 240.000   ,  2   Quartos  ,"Rua Abelardo Luz - Itaquera, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  70   m²  , Itaquera,Rua Abelardo Luz
859,   R$ 20.000 /Mês    R$ 6.900.000   ,  4   Quartos  ,"Rua Heron Domingues - Jardim Cordeiro, São Paulo - SP",  8   Banheiros  ,  8   Vagas  ,  625   m²  , Jardim Cordeiro,Rua Heron Domingues
860,   R$ 1.050 /Mês  ,  1   Quarto  ,"Rua Manuel de Teffé, 348 - Jardim Satélite, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  35   m²  , Jardim Satélite,"Rua Manuel de Teffé, 348"
861,   R$ 3.500 /Mês  ,  2   Quartos  ,"Sumaré, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  280   m²  , SP,"Sumaré, São Paulo"
862,   R$ 3.500 /Mês  ,  3   Quartos  ,"Rua dos Beija-Flores, 195 - Vila Parque Jabaquara, São Paulo - SP",  3   Banheiros  ,  4   Vagas  ,  224   m²  , Vila Parque Jabaquara,"Rua dos Beija-Flores, 195"
863,   R$ 20.000 /Mês    R$ 6.900.000   ,  4   Quartos  ,"Jardim Cordeiro, São Paulo - SP",  7   Banheiros  ,  6   Vagas  ,  625   m²  , SP,"Jardim Cordeiro, São Paulo"
864,   R$ 6.000 /Mês    R$ 800.000   ,  3   Quartos  ,"Rua Doutor Mário Vicente - Vila Dom Pedro I, São Paulo - SP",  3   Banheiros  ,  5   Vagas  ,  195   m²  , Vila Dom Pedro I,Rua Doutor Mário Vicente
865,   R$ 70.000 /Mês    R$ 14.800.000   ,  4   Quartos  ,"Planalto Paulista, São Paulo - SP",  6   Banheiros  ,  8   Vagas  ,  780   m²  , SP,"Planalto Paulista, São Paulo"
866,   R$ 25.000 /Mês    R$ 4.350.000   ,  4   Quartos  ,"Rua Zacarias de Gois - Parque Colonial, São Paulo - SP",  7   Banheiros  ,  6   Vagas  ,  565   m²  , Parque Colonial,Rua Zacarias de Gois
867,   R$ 35.000 /Mês    R$ 5.500.000   ,  4   Quartos  ,"Chácara Santo Antônio (Zona Sul), São Paulo - SP",  6   Banheiros  ,  5   Vagas  ,  420   m²  , SP,"Chácara Santo Antônio (Zona Sul), São Paulo"
868,   R$ 55.000 /Mês  ,  4   Quartos  ,"Vila Morumbi, São Paulo - SP",  7   Banheiros  ,  10   Vagas  ,  711   m²  , SP,"Vila Morumbi, São Paulo"
869,   R$ 10.500 /Mês    R$ 2.100.000   ,  3   Quartos  ,"Jardim Paulista, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  148   m²  , SP,"Jardim Paulista, São Paulo"
870,   R$ 15.000 /Mês    R$ 3.500.000   ,  4   Quartos  ,"Rua Antônio Carlos Salles Filho - Residencial Morumbi, São Paulo - SP",  6   Banheiros  ,  3   Vagas  ,  411   m²  , Residencial Morumbi,Rua Antônio Carlos Salles Filho
871,   R$ 30.000 /Mês    R$ 6.500.000   ,  4   Quartos  ,"Rua São Bento do Sul - Alto de Pinheiros, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  310   m²  , Alto de Pinheiros,Rua São Bento do Sul
872,   R$ 6.000 /Mês  ,  4   Quartos  ,"Avenida Moaci - Planalto Paulista, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  170   m²  , Planalto Paulista,Avenida Moaci
873,   R$ 10.500 /Mês  ,  3   Quartos  ,"Água Branca, São Paulo - SP",  4   Banheiros  ,  5   Vagas  ,  300   m²  , SP,"Água Branca, São Paulo"
874,   R$ 22.000 /Mês    R$ 5.400.000   ,  3   Quartos  ,"Jardim dos Estados, São Paulo - SP",  8   Banheiros  ,  5   Vagas  ,  740   m²  , SP,"Jardim dos Estados, São Paulo"
875,   R$ 1.700 /Mês  ,  2   Quartos  ,"Rua Serra de Juquiá - Jardim Lajeado, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  100   m²  , Jardim Lajeado,Rua Serra de Juquiá
876,   R$ 2.300 /Mês  ,  2   Quartos  ,"Rua Professor Picarolo - Bela Vista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  53   m²  , Bela Vista,Rua Professor Picarolo
877,   R$ 30.000 /Mês    R$ 6.300.000   ,  8   Quartos  ,"Rua Azevedo Soares, 1826 - Vila Gomes Cardim, São Paulo - SP",  10   Banheiros  ,  7   Vagas  ,  500   m²  , Vila Gomes Cardim,"Rua Azevedo Soares, 1826"
878,   R$ 13.000 /Mês    R$ 2.900.000   ,  3   Quartos  ,"Rua Manuel Guedes, 536 - Jardim Europa, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  227   m²  , Jardim Europa,"Rua Manuel Guedes, 536"
879,   R$ 13.500 /Mês    R$ 2.980.000   ,  4   Quartos  ,"Avenida Portugal, 277 - Brooklin Paulista, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  255   m²  , Brooklin Paulista,"Avenida Portugal, 277"
880,   R$ 25.103 /Mês    R$ 4.500.000   ,  3   Quartos  ,"Indianópolis, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  210   m²  , SP,"Indianópolis, São Paulo"
881,   R$ 20.000 /Mês    R$ 15.000.000   ,  4   Quartos  ,"Rua Romilda Margarita Gabriel - Itaim Bibi, São Paulo - SP",  5   Banheiros  ,  2   Vagas  ,  500   m²  , Itaim Bibi,Rua Romilda Margarita Gabriel
882,   R$ 20.000 /Mês    R$ 3.900.000   ,  3   Quartos  ,"Alameda Jauaperi, 50 - Indianópolis, São Paulo - SP",  4   Banheiros  ,  3   Vagas  ,  324   m²  , Indianópolis,"Alameda Jauaperi, 50"
883,   R$ 6.500 /Mês  ,  4   Quartos  ,"Rua Sacadura Cabral, 220 - Lapa, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  250   m²  , Lapa,"Rua Sacadura Cabral, 220"
884,   R$ 16.000 /Mês    R$ 4.100.000   ,  4   Quartos  ,"Avenida Angélica - Santa Cecília, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  382   m²  , Santa Cecília,Avenida Angélica
885,   R$ 8.000 /Mês    R$ 1.950.000   ,  3   Quartos  ,"Rua João Anes, 144 - Alto da Lapa, São Paulo - SP",  4   Banheiros  ,  3   Vagas  ,  164   m²  , Alto da Lapa,"Rua João Anes, 144"
886,   R$ 5.500 /Mês    R$ 1.250.000   ,  3   Quartos  ,"Rua Passo da Pátria - Vila Leopoldina, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  185   m²  , Vila Leopoldina,Rua Passo da Pátria
887,   R$ 40.000 /Mês    R$ 5.500.000   ,  3   Quartos  ,"Santo Amaro, São Paulo - SP",  5   Banheiros  ,  --   Vaga  ,  511   m²  , SP,"Santo Amaro, São Paulo"
888,   R$ 20.000 /Mês  ,  4   Quartos  ,"Rua Coronel Oscar Porto, 50 - Paraíso, São Paulo - SP",  6   Banheiros  ,  4   Vagas  ,  300   m²  , Paraíso,"Rua Coronel Oscar Porto, 50"
889,   R$ 10.000 /Mês    R$ 1.200.000   ,  2   Quartos  ,"Avenida Rouxinol - Indianópolis, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  82   m²  , Indianópolis,Avenida Rouxinol
890,   R$ 6.500 /Mês    R$ 1.200.000   ,  3   Quartos  ,"Rua Barão de Jaceguai - Campo Belo, São Paulo - SP",  4   Banheiros  ,  3   Vagas  ,  129   m²  , Campo Belo,Rua Barão de Jaceguai
891,   R$ 5.000 /Mês  ,  3   Quartos  ,"Rua Carlos Weber - Alto da Lapa, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  300   m²  , Alto da Lapa,Rua Carlos Weber
892,   R$ 7.700 /Mês  ,  1   Quarto  ,"Rua Elvira Ferraz, 250 - Vila Olímpia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  54   m²  , Vila Olímpia,"Rua Elvira Ferraz, 250"
893,   R$ 1.500 /Mês  ,  1   Quarto  ,"Alameda Jauaperi, , 1083 - Moema, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  35   m²  , Moema,"Alameda Jauaperi, , 1083"
894,   R$ 800 /Mês  ,  1   Quarto  ,"Rua Carlos Escobar, 282 - Santana, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  10   m²  , Santana,"Rua Carlos Escobar, 282"
895,   R$ 3.246 /Mês  ,  1   Quarto  ,"Rua Guarará - Jardim Paulista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  28   m²  , Jardim Paulista,Rua Guarará
896,   R$ 1.250 /Mês  ,  1   Quarto  ,"Rua Nazira Carone, 9 - Jardim Ampliação, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  35   m²  , Jardim Ampliação,"Rua Nazira Carone, 9"
897,   R$ 1.500 /Mês  ,  1   Quarto  ,"Rua Pedroso Alvarenga, 543 - Itaim Bibi, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  32   m²  , Itaim Bibi,"Rua Pedroso Alvarenga, 543"
898,   R$ 7.000 /Mês  ,  1   Quarto  ,"Rua Elvira Ferraz, 250 - Vila Olímpia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  42   m²  , Vila Olímpia,"Rua Elvira Ferraz, 250"
899,   R$ 1.500 /Mês  ,  1   Quarto  ,"Rua da Consolação, 3101 - Cerqueira César, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  28   m²  , Cerqueira César,"Rua da Consolação, 3101"
900,   R$ 2.400 /Mês  ,  1   Quarto  ,"Rua Oscar Freire, 1948 - Pinheiros, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  30   m²  , Pinheiros,"Rua Oscar Freire, 1948"
901,   R$ 1.450 /Mês  ,  1   Quarto  ,"Rua Professor Carlos de Carvalho, 108 - Itaim Bibi, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  33   m²  , Itaim Bibi,"Rua Professor Carlos de Carvalho, 108"
902,   R$ 2.000 /Mês  ,  2   Quartos  ,"Alameda Lorena, 1852 - Jardim Paulista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  43   m²  , Jardim Paulista,"Alameda Lorena, 1852"
903,   R$ 3.300 /Mês  ,  1   Quarto  ,"Rua Leopoldo Couto Magalhães Júnior, 550 - Itaim Bibi, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  50   m²  , Itaim Bibi,"Rua Leopoldo Couto Magalhães Júnior, 550"
904,   R$ 2.500 /Mês  ,  1   Quarto  ,"Alameda Campinas, , 675 - Jardim Paulista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  33   m²  , Jardim Paulista,"Alameda Campinas, , 675"
905,   R$ 2.900 /Mês  ,  2   Quartos  ,"Consolação, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  45   m²  , SP,"Consolação, São Paulo"
906,   R$ 3.400 /Mês  ,  1   Quarto  ,"Rua Urussuí - Itaim Bibi, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  42   m²  , Itaim Bibi,Rua Urussuí
907,   R$ 1.700 /Mês  ,  1   Quarto  ,"Rua Fidêncio Ramos, 420 - Vila Olímpia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  31   m²  , Vila Olímpia,"Rua Fidêncio Ramos, 420"
908,   R$ 2.000 /Mês  ,  1   Quarto  ,"Avenida Rouxinol, , 174 - Indianópolis, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  42   m²  , Indianópolis,"Avenida Rouxinol, , 174"
909,   R$ 9.500 /Mês  ,  2   Quartos  ,"Alameda Ministro Rocha Azevedo, , 523 - Cerqueira César, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  61   m²  , Cerqueira César,"Alameda Ministro Rocha Azevedo, , 523"
910,   R$ 1.300 /Mês  ,  1   Quarto  ,"Alameda Glete, 1003 - Campos Elíseos, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  38   m²  , Campos Elíseos,"Alameda Glete, 1003"
911,   R$ 950 /Mês  ,  1   Quarto  ,"Rua Tenente Otávio Gomes - Aclimação, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  30   m²  , Aclimação,Rua Tenente Otávio Gomes
912,   R$ 1.200 /Mês  ,  1   Quarto  ,"Pinheiros, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  22   m²  , SP,"Pinheiros, São Paulo"
913,   R$ 1.890 /Mês  ,  --   Quarto  ,"Rua Cunha Horta - Vila Buarque, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  30   m²  , Vila Buarque,Rua Cunha Horta
914,   R$ 950 /Mês  ,  1   Quarto  ,"Rua Itapeva - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  37   m²  , Bela Vista,Rua Itapeva
915,   R$ 1.950 /Mês  ,  1   Quarto  ,"Rua Pelotas, 82 - Vila Mariana, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  25   m²  , Vila Mariana,"Rua Pelotas, 82"
916,   R$ 1.200 /Mês  ,  1   Quarto  ,"Largo do Arouche, 246 - República, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  45   m²  , República,"Largo do Arouche, 246"
917,   R$ 900 /Mês  ,  1   Quarto  ,"Rua Moacir Miguel da Silva - Jardim Bonfiglioli, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  35   m²  , Jardim Bonfiglioli,Rua Moacir Miguel da Silva
918,   R$ 1.400 /Mês  ,  1   Quarto  ,"Avenida Engenheiro Heitor Antônio Eiras Garcia, 229 - Jardim Esmeralda, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  20   m²  , Jardim Esmeralda,"Avenida Engenheiro Heitor Antônio Eiras Garcia, 229"
919,   R$ 1.100 /Mês  ,  1   Quarto  ,"Alameda Eduardo Prado, 282 - Campos Elíseos, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  24   m²  , Campos Elíseos,"Alameda Eduardo Prado, 282"
920,   R$ 1.200 /Mês  ,  1   Quarto  ,"Santa Cecília, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  40   m²  , SP,"Santa Cecília, São Paulo"
921,   R$ 1.100 /Mês  ,  --   Quarto  ,"Rua Santo Amaro, 240 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  28   m²  , Bela Vista,"Rua Santo Amaro, 240"
922,   R$ 1.500 /Mês  ,  1   Quarto  ,"Rua Constantino de Sousa, 1372 - Campo Belo, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  20   m²  , Campo Belo,"Rua Constantino de Sousa, 1372"
923,   R$ 1.700 /Mês  ,  1   Quarto  ,"Rua Santa Isabel, 112 - Vila Buarque, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  30   m²  , Vila Buarque,"Rua Santa Isabel, 112"
924,   R$ 1.200 /Mês  ,  --   Quarto  ,"Rua Japurá, 43 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  38   m²  , Bela Vista,"Rua Japurá, 43"
925,   R$ 1.200 /Mês  ,  1   Quarto  ,"Rua Aurora, 72 - Santa Efigênia, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  40   m²  , Santa Efigênia,"Rua Aurora, 72"
926,   R$ 1.000 /Mês  ,  1   Quarto  ,"Avenida Vieira de Carvalho - República, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  28   m²  , República,Avenida Vieira de Carvalho
927,   R$ 1.700 /Mês  ,  1   Quarto  ,"Rua da Consolação, 3075 - Cerqueira César, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  28   m²  , Cerqueira César,"Rua da Consolação, 3075"
928,   R$ 955 /Mês  ,  --   Quarto  ,"Rua Santo Amaro, 240 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  27   m²  , Bela Vista,"Rua Santo Amaro, 240"
929,   R$ 3.500 /Mês  ,  2   Quartos  ,"Rua Sante Colombara - Tatuapé, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  220   m²  , Tatuapé,Rua Sante Colombara
930,   R$ 9.900 /Mês    R$ 2.950.000   ,  4   Quartos  ,"Rua Tingui, 400 - Vila Inah, São Paulo - SP",  6   Banheiros  ,  --   Vaga  ,  485   m²  , Vila Inah,"Rua Tingui, 400"
931,   R$ 2.800 /Mês  ,  2   Quartos  ,"Rua Cláudio Rossi, 370 - Jardim da Glória, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  105   m²  , Jardim da Glória,"Rua Cláudio Rossi, 370"
932,   R$ 9.900 /Mês  ,  3   Quartos  ,"Rua Fradique Coutinho, 1896 - Pinheiros, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  263   m²  , Pinheiros,"Rua Fradique Coutinho, 1896"
933,   R$ 2.200 /Mês  ,  2   Quartos  ,"Parque São Domingos, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  80   m²  , SP,"Parque São Domingos, São Paulo"
934,   R$ 8.500 /Mês  ,  3   Quartos  ,"Rua Doutor Baeta Neves, 98 - Vila Madalena, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  200   m²  , Vila Madalena,"Rua Doutor Baeta Neves, 98"
935,   R$ 4.000 /Mês    R$ 850.000   ,  3   Quartos  ,"Rua Hugo Walter Puschnick, 24 - Alto da Mooca, São Paulo - SP",  5   Banheiros  ,  5   Vagas  ,  260   m²  , Alto da Mooca,"Rua Hugo Walter Puschnick, 24"
936,   R$ 2.700 /Mês  ,  3   Quartos  ,"Rua Piatá, , 627 - Vila Isolina Mazzei, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  120   m²  , Vila Isolina Mazzei,"Rua Piatá, , 627"
937,   R$ 10.000 /Mês    R$ 2.300.000   ,  4   Quartos  ,"Rua República do Iraque, 247 - Parque Colonial, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  374   m²  , Parque Colonial,"Rua República do Iraque, 247"
938,   R$ 3.500 /Mês  ,  4   Quartos  ,"Rua Arandu - Brooklin Paulista, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  150   m²  , Brooklin Paulista,Rua Arandu
939,   R$ 3.500 /Mês    R$ 595.000   ,  2   Quartos  ,"Alto da Boa Vista, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  120   m²  , SP,"Alto da Boa Vista, São Paulo"
940,   R$ 2.300 /Mês  ,  3   Quartos  ,"Vila Nova Mazzei, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  120   m²  , SP,"Vila Nova Mazzei, São Paulo"
941,   R$ 9.000 /Mês  ,  7   Quartos  ,"Rua Afonso Celso - Vila Mariana, São Paulo - SP",  5   Banheiros  ,  6   Vagas  ,  450   m²  , Vila Mariana,Rua Afonso Celso
942,   R$ 2.500 /Mês  ,  2   Quartos  ,"Rua Antônio Cantarella - Vila Santo Estéfano, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  180   m²  , Vila Santo Estéfano,Rua Antônio Cantarella
943,   R$ 10.000 /Mês    R$ 3.300.000   ,  4   Quartos  ,"Chácara Santo Antônio (Zona Sul), São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  435   m²  , SP,"Chácara Santo Antônio (Zona Sul), São Paulo"
944,   R$ 10.000 /Mês    R$ 1.980.000   ,  4   Quartos  ,"Interlagos, São Paulo - SP",  5   Banheiros  ,  --   Vaga  ,  390   m²  , SP,"Interlagos, São Paulo"
945,   R$ 14.000 /Mês    R$ 3.230.000   ,  4   Quartos  ,"Chácara Monte Alegre, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  407   m²  , SP,"Chácara Monte Alegre, São Paulo"
946,   R$ 8.000 /Mês    R$ 2.500.000   ,  3   Quartos  ,"Rua Iraci - Jardim Paulistano, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  130   m²  , Jardim Paulistano,Rua Iraci
947,   R$ 9.000 /Mês    R$ 3.900.000   ,  4   Quartos  ,"Avenida Piassanguaba - Planalto Paulista, São Paulo - SP",  8   Banheiros  ,  8   Vagas  ,  574   m²  , Planalto Paulista,Avenida Piassanguaba
948,   R$ 25.000 /Mês    R$ 2.690.000   ,  7   Quartos  ,"Rua Gaurama - Jardim Franca, São Paulo - SP",  7   Banheiros  ,  8   Vagas  ,  579   m²  , Jardim Franca,Rua Gaurama
949,   R$ 4.000 /Mês  ,  3   Quartos  ,"Travessa Humberto I, 0 - Vila Mariana, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  180   m²  , Vila Mariana,"Travessa Humberto I, 0"
