,aluguel,quartos,endereco,banheiro,vaga,area,bairro,rua
950,   R$ 13.000 /Mês    R$ 2.700.000   ,  4   Quartos  ,"Jardim dos Estados, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  340   m²  , SP,"Jardim dos Estados, São Paulo"
951,   R$ 13.000 /Mês    R$ 3.700.000   ,  11   Quartos  ,"Rua Pedro Morganti - Vila Mariana, São Paulo - SP",  4   Banheiros  ,  5   Vagas  ,  369   m²  , Vila Mariana,Rua Pedro Morganti
952,   R$ 2.200 /Mês  ,  6   Quartos  ,"Vila Santa Catarina, São Paulo - SP",  5   Banheiros  ,  2   Vagas  ,  150   m²  , SP,"Vila Santa Catarina, São Paulo"
953,   R$ 2.300 /Mês  ,  1   Quarto  ,"Rua Bom Pastor, 1557 - Ipiranga, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  34   m²  , Ipiranga,"Rua Bom Pastor, 1557"
954,   R$ 8.500 /Mês  ,  3   Quartos  ,"Rua Professor José Leite e Oiticica, 240 - Brooklin, São Paulo - SP",  5   Banheiros  ,  2   Vagas  ,  150   m²  , Brooklin,"Rua Professor José Leite e Oiticica, 240"
955,   R$ 1.900 /Mês  ,  1   Quarto  ,"Rua André Casado, 215 - Sumaré, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  50   m²  , Sumaré,"Rua André Casado, 215"
956,   R$ 2.250 /Mês  ,  2   Quartos  ,"Avenida Padre Antônio José dos Santos, 1666 - Brooklin, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  86   m²  , Brooklin,"Avenida Padre Antônio José dos Santos, 1666"
957,   R$ 2.200 /Mês  ,  1   Quarto  ,"Rua Dona Antônia de Queirós, 183 - Higienópolis, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  45   m²  , Higienópolis,"Rua Dona Antônia de Queirós, 183"
958,   R$ 1.300 /Mês  ,  1   Quarto  ,"Rua Frei Caneca, 282 - Consolação, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  60   m²  , Consolação,"Rua Frei Caneca, 282"
959,   R$ 6.500 /Mês  ,  1   Quarto  ,"Rua Doutor Mário Ferraz, 415 - Itaim Bibi, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  50   m²  , Itaim Bibi,"Rua Doutor Mário Ferraz, 415"
960,   R$ 2.600 /Mês  ,  2   Quartos  ,"Rua Santo Arcádio, 43 - Jardim das Acacias, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  64   m²  , Jardim das Acacias,"Rua Santo Arcádio, 43"
961,   R$ 4.000 /Mês  ,  2   Quartos  ,"Alameda Tietê, 353 - Jardins, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  100   m²  , Jardins,"Alameda Tietê, 353"
962,   R$ 3.300 /Mês  ,  2   Quartos  ,"Rua Sargento José Spessoto, 157 - Vila Mariana, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  97   m²  , Vila Mariana,"Rua Sargento José Spessoto, 157"
963,   R$ 2.900 /Mês  ,  1   Quarto  ,"Praça Júlio Mesquita, 97 - República, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  46   m²  , República,"Praça Júlio Mesquita, 97"
964,   R$ 3.750 /Mês  ,  1   Quarto  ,"Rua Henri Dunant, 1066 - Santo Amaro, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  55   m²  , Santo Amaro,"Rua Henri Dunant, 1066"
965,   R$ 1.500 /Mês  ,  2   Quartos  ,"Rua Santa Crescência, 85 - Vila Sônia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  65   m²  , Vila Sônia,"Rua Santa Crescência, 85"
966,   R$ 3.000 /Mês  ,  1   Quarto  ,"Rua Avanhandava, 65 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  25   m²  , Bela Vista,"Rua Avanhandava, 65"
967,   R$ 6.000 /Mês  ,  2   Quartos  ,"Rua Coronel Oscar Porto, 680 - Paraíso, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  72   m²  , Paraíso,"Rua Coronel Oscar Porto, 680"
968,   R$ 2.100 /Mês  ,  3   Quartos  ,"Avenida Marechal Mário Guedes, 02 - Jaguaré, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  70   m²  , Jaguaré,"Avenida Marechal Mário Guedes, 02"
969,   R$ 3.100 /Mês  ,  3   Quartos  ,"Rua Cristiano Viana, 505 - Pinheiros, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  80   m²  , Pinheiros,"Rua Cristiano Viana, 505"
970,   R$ 1.900 /Mês  ,  2   Quartos  ,"Rua Pedroso de Camargo, 256 - Chácara Santo Antônio, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  80   m²  , Chácara Santo Antônio,"Rua Pedroso de Camargo, 256"
971,   R$ 800 /Mês  ,  1   Quarto  ,"Rua Dario Ferreira Martins - São Miguel Paulista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  50   m²  , São Miguel Paulista,Rua Dario Ferreira Martins
972,   R$ 16.000 /Mês  ,  4   Quartos  ,"Rua Nebraska - Brooklin, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  200   m²  , Brooklin,Rua Nebraska
973,   R$ 2.200 /Mês  ,  2   Quartos  ,"Rua Artur Thiré, 1085 - Saúde, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  80   m²  , Saúde,"Rua Artur Thiré, 1085"
974,   R$ 4.000 /Mês    R$ 1.400.000   ,  3   Quartos  ,"Lapa, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  115   m²  , SP,"Lapa, São Paulo"
975,   R$ 4.000 /Mês  ,  4   Quartos  ,"Rua Ubajara - Quarta Parada, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  200   m²  , Quarta Parada,Rua Ubajara
976,   R$ 2.600 /Mês  ,  2   Quartos  ,"Chácara Santo Antônio, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  180   m²  , SP,"Chácara Santo Antônio, São Paulo"
977,   R$ 6.000 /Mês    R$ 2.000.000   ,  3   Quartos  ,"Lapa, São Paulo - SP",  2   Banheiros  ,  4   Vagas  ,  136   m²  , SP,"Lapa, São Paulo"
978,   R$ 1.500 /Mês  ,  2   Quartos  ,"Avenida Ramalho Ortigão, 200 - Ipiranga, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  100   m²  , Ipiranga,"Avenida Ramalho Ortigão, 200"
979,   R$ 1.190 /Mês  ,  1   Quarto  ,"Rua Santo Elias, 240 - Parque São Jorge, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  40   m²  , Parque São Jorge,"Rua Santo Elias, 240"
980,   R$ 5.500 /Mês  ,  3   Quartos  ,"Paraíso, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  115   m²  , SP,"Paraíso, São Paulo"
981,   R$ 5.000 /Mês    R$ 1.100.000   ,  3   Quartos  ,"Rua Guiratinga, 465 - Chácara Inglesa, São Paulo - SP",  2   Banheiros  ,  4   Vagas  ,  200   m²  , Chácara Inglesa,"Rua Guiratinga, 465"
982,   R$ 1.700 /Mês  ,  1   Quarto  ,"Rua Barretos, 363 - Alto da Mooca, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  70   m²  , Alto da Mooca,"Rua Barretos, 363"
983,   R$ 1.200 /Mês  ,  1   Quarto  ,"Rua José de Freitas, 1 - Imirim, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  70   m²  , Imirim,"Rua José de Freitas, 1"
984,   R$ 1.300 /Mês  ,  3   Quartos  ,"Rua Rifaina, 550 - Pompeia, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  60   m²  , Pompeia,"Rua Rifaina, 550"
985,   R$ 8.000 /Mês    R$ 2.300.000   ,  4   Quartos  ,"Rua Maria Luísa de Pinho - Móoca, São Paulo - SP",  4   Banheiros  ,  6   Vagas  ,  520   m²  , Móoca,Rua Maria Luísa de Pinho
986,   R$ 3.850 /Mês  ,  3   Quartos  ,"Rua Torquato Tasso - Vila Prudente, São Paulo - SP",  2   Banheiros  ,  3   Vagas  ,  250   m²  , Vila Prudente,Rua Torquato Tasso
987,   R$ 1.100 /Mês  ,  1   Quarto  ,"Rua Padre Adelino, 1720 - Quarta Parada, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  40   m²  , Quarta Parada,"Rua Padre Adelino, 1720"
988,   R$ 9.500 /Mês  ,  3   Quartos  ,"Rua Afonso Vaz, 131 - Butantã, São Paulo - SP",  3   Banheiros  ,  --   Vaga  ,  516   m²  , Butantã,"Rua Afonso Vaz, 131"
989,   R$ 3.500 /Mês  ,  1   Quarto  ,"Jardim Paulista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  45   m²  , SP,"Jardim Paulista, São Paulo"
990,   R$ 1.500 /Mês  ,  2   Quartos  ,"Rua Maracá, 168 - Vila Guarani, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  72   m²  , Vila Guarani,"Rua Maracá, 168"
991,   R$ 2.100 /Mês  ,  2   Quartos  ,"Rua Costa Barros, 230 - Sítio Pinheirinho, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  100   m²  , Sítio Pinheirinho,"Rua Costa Barros, 230"
992,   R$ 18.500 /Mês  ,  4   Quartos  ,"Rua Cassiano Ricardo, 118 - Alto Da Boa Vista, São Paulo - SP",  6   Banheiros  ,  4   Vagas  ,  430   m²  , Alto Da Boa Vista,"Rua Cassiano Ricardo, 118"
993,   R$ 35.000 /Mês    R$ 6.000.000   ,  4   Quartos  ,"Chácara Monte Alegre, São Paulo - SP",  6   Banheiros  ,  5   Vagas  ,  800   m²  , SP,"Chácara Monte Alegre, São Paulo"
994,   R$ 20.000 /Mês    R$ 4.600.000   ,  4   Quartos  ,"Rua Carlos Baptista de Magalhães, 140 - Jardim Prudência, São Paulo - SP",  4   Banheiros  ,  5   Vagas  ,  587   m²  , Jardim Prudência,"Rua Carlos Baptista de Magalhães, 140"
995,   R$ 15.000 /Mês    R$ 2.500.000   ,  3   Quartos  ,"Brooklin, São Paulo - SP",  5   Banheiros  ,  6   Vagas  ,  500   m²  , SP,"Brooklin, São Paulo"
996,   R$ 6.000 /Mês  ,  4   Quartos  ,"Jardim da Saude, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  154   m²  , SP,"Jardim da Saude, São Paulo"
997,   R$ 15.000 /Mês    R$ 3.000.000   ,  3   Quartos  ,"Rua João Álvares Soares - Campo Belo, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  310   m²  , Campo Belo,Rua João Álvares Soares
998,   R$ 16.000 /Mês    R$ 3.300.000   ,  4   Quartos  ,"Rua Diogo Pereira, , 1 - Morumbi, São Paulo - SP",  5   Banheiros  ,  10   Vagas  ,  761   m²  , Morumbi,"Rua Diogo Pereira, , 1"
999,   R$ 6.000 /Mês  ,  3   Quartos  ,"Rua Conceição de Monte Alegre - Brooklin, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  200   m²  , Brooklin,Rua Conceição de Monte Alegre
1000,   R$ 2.400 /Mês    R$ 490.000   ,  2   Quartos  ,"Rua Aburá - Sítio do Mandaqui, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  80   m²  , Sítio do Mandaqui,Rua Aburá
1001,   R$ 38.000 /Mês    R$ 7.500.000   ,  4   Quartos  ,"Rua Miranda Guerra - Jardim Petrópolis, São Paulo - SP",  6   Banheiros  ,  6   Vagas  ,  747   m²  , Jardim Petrópolis,Rua Miranda Guerra
1002,   R$ 50.000 /Mês    R$ 7.950.000   ,  4   Quartos  ,"Rua Carlo Rainaldi - Jardim dos Estados, São Paulo - SP",  2   Banheiros  ,  6   Vagas  ,  650   m²  , Jardim dos Estados,Rua Carlo Rainaldi
1003,   R$ 8.000 /Mês    R$ 1.900.000   ,  4   Quartos  ,"Rua Artur Dias - Jardim da Saude, São Paulo - SP",  5   Banheiros  ,  7   Vagas  ,  609   m²  , Jardim da Saude,Rua Artur Dias
1004,   R$ 10.000 /Mês    R$ 3.700.000   ,  4   Quartos  ,"Panamby, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  279   m²  , SP,"Panamby, São Paulo"
1005,   R$ 45.000 /Mês    R$ 7.500.000   ,  4   Quartos  ,"Jardim Petrópolis, São Paulo - SP",  6   Banheiros  ,  6   Vagas  ,  720   m²  , SP,"Jardim Petrópolis, São Paulo"
1006,   R$ 2.100 /Mês  ,  2   Quartos  ,"Jardim Esmeralda, São Paulo - SP",  2   Banheiros  ,  3   Vagas  ,  110   m²  , SP,"Jardim Esmeralda, São Paulo"
1007,   R$ 4.800 /Mês  ,  3   Quartos  ,"Rua Aleixo Jorge - Pompeia, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  169   m²  , Pompeia,Rua Aleixo Jorge
1008,   R$ 650 /Mês  ,  1   Quarto  ,"Rua Luís Stolb, 40 - Jardim Vilas Boas, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  35   m²  , Jardim Vilas Boas,"Rua Luís Stolb, 40"
1009,   R$ 4.000 /Mês  ,  1   Quarto  ,"Paraíso, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  110   m²  , SP,"Paraíso, São Paulo"
1010,   R$ 1.600 /Mês  ,  2   Quartos  ,"Rua Francisco Bellazzi - Jardim Jaraguá, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  79   m²  , Jardim Jaraguá,Rua Francisco Bellazzi
1011,   R$ 25.000 /Mês    R$ 4.950.000   ,  4   Quartos  ,"Rua Miranda Guerra, 40 - Jardim Petrópolis, São Paulo - SP",  7   Banheiros  ,  7   Vagas  ,  547   m²  , Jardim Petrópolis,"Rua Miranda Guerra, 40"
1012,   R$ 3.000 /Mês    R$ 650.000   ,  3   Quartos  ,"Rua Hermann Teles Ribeiro, 283 - Vila Invernada, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  191   m²  , Vila Invernada,"Rua Hermann Teles Ribeiro, 283"
1013,   R$ 1.700 /Mês  ,  2   Quartos  ,"Rua Serra de Juquiá - Lajeado, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  100   m²  , Lajeado,Rua Serra de Juquiá
1014,   R$ 18.000 /Mês    R$ 12.000.000   ,  4   Quartos  ,"Avenida Guarapiranga, 1783 - Guarapiranga, São Paulo - SP",  6   Banheiros  ,  6   Vagas  ,  721   m²  , Guarapiranga,"Avenida Guarapiranga, 1783"
1015,   R$ 8.000 /Mês  ,  3   Quartos  ,"Varginha, São Paulo - SP",  3   Banheiros  ,  --   Vaga  ,  2000   m²  , SP,"Varginha, São Paulo"
1016,   R$ 500 /Mês  ,  1   Quarto  ,"Rua José Brito Mendes - Sitio Botuquara, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  50   m²  , Sitio Botuquara,Rua José Brito Mendes
1017,   R$ 7.000 /Mês    R$ 950.000   ,  3   Quartos  ,"Rua Irmã Maria Lourença - Jardim Shangrila, São Paulo - SP",  --   Banheiro  ,  30   Vagas  ,  0   m²  , Jardim Shangrila,Rua Irmã Maria Lourença
1018,   R$ 5.500 /Mês  ,  2   Quartos  ,"Rua Henrique Hessel - Recanto Campo Belo, São Paulo - SP",  3   Banheiros  ,  40   Vagas  ,  400   m²  , Recanto Campo Belo,Rua Henrique Hessel
1019,   R$ 4.000 /Mês    R$ 450.000   ,  2   Quartos  ,"Rua Benvinda Cândida - Chácara Bosque do Sol, São Paulo - SP",  3   Banheiros  ,  5   Vagas  ,  250   m²  , Chácara Bosque do Sol,Rua Benvinda Cândida
1020,   R$ 4.500 /Mês  ,  5   Quartos  ,"Rua Doutor Chibata Miyakoshi - Panamby, São Paulo - SP",  7   Banheiros  ,  6   Vagas  ,  505   m²  , Panamby,Rua Doutor Chibata Miyakoshi
1021,   R$ 15.400 /Mês    R$ 3.900.000   ,  2   Quartos  ,"Avenida Angélica, 589 - Higienópolis, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  381   m²  , Higienópolis,"Avenida Angélica, 589"
1022,   R$ 4.900 /Mês  ,  3   Quartos  ,"Rua Canário - Moema, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  140   m²  , Moema,Rua Canário
1023,   R$ 24.900 /Mês  ,  3   Quartos  ,"Rua Haddock Lobo, 0 - Jardins, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  228   m²  , Jardins,"Rua Haddock Lobo, 0"
1024,   R$ 9.000 /Mês  ,  4   Quartos  ,"Rua David Ben Gurion, 955 - Jardim Monte Kemel, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  283   m²  , Jardim Monte Kemel,"Rua David Ben Gurion, 955"
1025,   R$ 4.520 /Mês    R$ 1.250.000   ,  2   Quartos  ,"Avenida Portugal - Brooklin, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  130   m²  , Brooklin,Avenida Portugal
1026,   R$ 3.690 /Mês  ,  1   Quarto  ,"Rua Doutor Tomás Carvalhal, 728 - Paraíso, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  100   m²  , Paraíso,"Rua Doutor Tomás Carvalhal, 728"
1027,   R$ 8.000 /Mês    R$ 2.500.000   ,  4   Quartos  ,"Alto da Lapa, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  276   m²  , SP,"Alto da Lapa, São Paulo"
1028,   R$ 5.000 /Mês  ,  1   Quarto  ,"Rua Baluarte - Vila Olímpia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  62   m²  , Vila Olímpia,Rua Baluarte
1029,   R$ 20.000 /Mês    R$ 7.900.000   ,  4   Quartos  ,"Avenida Jandira - Moema, São Paulo - SP",  4   Banheiros  ,  8   Vagas  ,  575   m²  , Moema,Avenida Jandira
1030,   R$ 15.000 /Mês  ,  5   Quartos  ,"Avenida Washington Luís - Chácara Flora, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  560   m²  , Chácara Flora,Avenida Washington Luís
1031,   R$ 11.000 /Mês    R$ 2.750.000   ,  2   Quartos  ,"Rua Joaquim Távora, 1210 - Vila Mariana, São Paulo - SP",  4   Banheiros  ,  3   Vagas  ,  172   m²  , Vila Mariana,"Rua Joaquim Távora, 1210"
1032,   R$ 10.000 /Mês    R$ 2.699.000   ,  3   Quartos  ,"Rua Cayowaá, 1520 - Perdizes, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  210   m²  , Perdizes,"Rua Cayowaá, 1520"
1033,   R$ 22.000 /Mês  ,  3   Quartos  ,"Rua Massacá, 231 - Alto de Pinheiros, São Paulo - SP",  1   Banheiro  ,  5   Vagas  ,  375   m²  , Alto de Pinheiros,"Rua Massacá, 231"
1034,   R$ 10.000 /Mês    R$ 2.150.000   ,  2   Quartos  ,"Rua Caravelas, 138 - Vila Mariana, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  145   m²  , Vila Mariana,"Rua Caravelas, 138"
1035,   R$ 2.600 /Mês  ,  1   Quarto  ,"Rua Apinajés, 105 - Pompeia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  83   m²  , Pompeia,"Rua Apinajés, 105"
1036,   R$ 21.000 /Mês  ,  1   Quarto  ,"Rua Elvira Ferraz, 250 - Vila Olímpia, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  110   m²  , Vila Olímpia,"Rua Elvira Ferraz, 250"
1037,   R$ 65.000 /Mês    R$ 11.900.000   ,  4   Quartos  ,"Alameda dos Guaramomis, 404 - Moema, São Paulo - SP",  6   Banheiros  ,  8   Vagas  ,  470   m²  , Moema,"Alameda dos Guaramomis, 404"
1038,   R$ 20.000 /Mês    R$ 3.900.000   ,  3   Quartos  ,"Alameda Jauaperi - Moema, São Paulo - SP",  3   Banheiros  ,  4   Vagas  ,  324   m²  , Moema,Alameda Jauaperi
1039,   R$ 110.000 /Mês    R$ 40.000.000   ,  4   Quartos  ,"Jardim Paulista, São Paulo - SP",  4   Banheiros  ,  8   Vagas  ,  907   m²  , SP,"Jardim Paulista, São Paulo"
1040,   R$ 65.000 /Mês    R$ 13.000.000   ,  4   Quartos  ,"Moema, São Paulo - SP",  7   Banheiros  ,  8   Vagas  ,  583   m²  , SP,"Moema, São Paulo"
1041,   R$ 14.990 /Mês  ,  3   Quartos  ,"Rua Edson, 1172 - Campo Belo, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  264   m²  , Campo Belo,"Rua Edson, 1172"
1042,   R$ 5.900 /Mês  ,  2   Quartos  ,"Alameda Joaquim Eugênio de Lima, 246 - Jardim Paulista, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  100   m²  , Jardim Paulista,"Alameda Joaquim Eugênio de Lima, 246"
1043,   R$ 9.990 /Mês    R$ 2.779.800   ,  3   Quartos  ,"Rua Morás, 542 - Vila Madalena, São Paulo - SP",  3   Banheiros  ,  4   Vagas  ,  205   m²  , Vila Madalena,"Rua Morás, 542"
1044,   R$ 1.864 /Mês  ,  1   Quarto  ,"Rua Eleonora Cintra, 960 - Tatuapé, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  27   m²  , Tatuapé,"Rua Eleonora Cintra, 960"
1045,   R$ 5.900 /Mês  ,  1   Quarto  ,"Rua Elvira Ferraz, 250 - Itaim Bibi, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  42   m²  , Itaim Bibi,"Rua Elvira Ferraz, 250"
1046,   R$ 3.000 /Mês  ,  1   Quarto  ,"Avenida Armando Ferrentini, 668 - Aclimação, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  28   m²  , Aclimação,"Avenida Armando Ferrentini, 668"
1047,   R$ 550 /Mês  ,  5   Quartos  ,"Rua Ribeiro do Vale, 1458 - Itaim Bibi, São Paulo - SP",  4   Banheiros  ,  --   Vaga  ,  12   m²  , Itaim Bibi,"Rua Ribeiro do Vale, 1458"
1048,   R$ 500 /Mês  ,  1   Quarto  ,"Rua Visconde de Ourem, 210 - Vila Congonhas, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  12   m²  , Vila Congonhas,"Rua Visconde de Ourem, 210"
1049,   R$ 23.000 /Mês  ,  1   Quarto  ,"Rua Elvira Ferraz, 250 - Vila Olímpia, São Paulo - SP",  2   Banheiros  ,  3   Vagas  ,  105   m²  , Vila Olímpia,"Rua Elvira Ferraz, 250"
1050,   R$ 5.000 /Mês  ,  1   Quarto  ,"Rua Tenente Negrão - Itaim Bibi, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  40   m²  , Itaim Bibi,Rua Tenente Negrão
1051,   R$ 2.300 /Mês  ,  1   Quarto  ,"Rua Texas, 1487 - Vila Olímpia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  24   m²  , Vila Olímpia,"Rua Texas, 1487"
1052,   R$ 1.400 /Mês  ,  1   Quarto  ,"Rua Verbo Divino, 1323 - Chácara Santo Antônio, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  30   m²  , Chácara Santo Antônio,"Rua Verbo Divino, 1323"
1053,   R$ 1.960 /Mês  ,  1   Quarto  ,"Rua Franz Schubert, 156 - Itaim Bibi, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  35   m²  , Itaim Bibi,"Rua Franz Schubert, 156"
1054,   R$ 2.600 /Mês  ,  1   Quarto  ,"Avenida Moema, 177 - Moema, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  52   m²  , Moema,"Avenida Moema, 177"
1055,   R$ 1.880 /Mês  ,  1   Quarto  ,"Alameda dos Anapurus, 1661 - Moema, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  33   m²  , Moema,"Alameda dos Anapurus, 1661"
1056,   R$ 1.320 /Mês  ,  1   Quarto  ,"Alameda Lorena, 1014 - Jardim Paulista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  27   m²  , Jardim Paulista,"Alameda Lorena, 1014"
1057,   R$ 1.760 /Mês  ,  1   Quarto  ,"Avenida Moema, 177 - Moema, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  52   m²  , Moema,"Avenida Moema, 177"
1058,   R$ 1.200 /Mês  ,  1   Quarto  ,"Alameda dos Anapurus, , 1661 - Moema, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  33   m²  , Moema,"Alameda dos Anapurus, , 1661"
1059,   R$ 3.160 /Mês  ,  2   Quartos  ,"Avenida dos Imarés, 317 - Moema, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  57   m²  , Moema,"Avenida dos Imarés, 317"
1060,   R$ 1.800 /Mês  ,  1   Quarto  ,"Alameda Santos, 981 - Jardins, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  29   m²  , Jardins,"Alameda Santos, 981"
1061,   R$ 4.260 /Mês  ,  2   Quartos  ,"Alameda dos Jurupis, , 800 - Moema, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  70   m²  , Moema,"Alameda dos Jurupis, , 800"
1062,   R$ 1.200 /Mês  ,  1   Quarto  ,"Avenida Duque de Caxias, 525 - Campos Eliseos, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  29   m²  , Campos Eliseos,"Avenida Duque de Caxias, 525"
1063,   R$ 2.300 /Mês  ,  1   Quarto  ,"Rua Texas, 1018 - Itaim Bibi, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  33   m²  , Itaim Bibi,"Rua Texas, 1018"
1064,   R$ 3.500 /Mês  ,  2   Quartos  ,"Rua Texas, 1018 - Brooklin, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  40   m²  , Brooklin,"Rua Texas, 1018"
1065,   R$ 2.300 /Mês  ,  1   Quarto  ,"Rua Texas, 1018 - Cidade Monções, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  24   m²  , Cidade Monções,"Rua Texas, 1018"
1066,   R$ 2.300 /Mês  ,  1   Quarto  ,"Rua Texas, 1018 - Brooklin, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  24   m²  , Brooklin,"Rua Texas, 1018"
1067,   R$ 2.300 /Mês  ,  1   Quarto  ,"Rua Texas, 1018 - Vila Olímpia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  33   m²  , Vila Olímpia,"Rua Texas, 1018"
1068,   R$ 820 /Mês  ,  1   Quarto  ,"Rua Santa Elvira - Tatuapé, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  20   m²  , Tatuapé,Rua Santa Elvira
1069,   R$ 1.135 /Mês  ,  1   Quarto  ,"Rua José Piragibe, 366 - Butantã, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  17   m²  , Butantã,"Rua José Piragibe, 366"
1070,   R$ 1.100 /Mês  ,  1   Quarto  ,"Rua Pires da Mota - Aclimação, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  18   m²  , Aclimação,Rua Pires da Mota
1071,   R$ 1.100 /Mês  ,  1   Quarto  ,"Rua José Getúlio - Liberdade, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  18   m²  , Liberdade,Rua José Getúlio
1072,   R$ 2.600 /Mês  ,  --   Quarto  ,"Rua Paula Ney, 100 - Aclimação, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  42   m²  , Aclimação,"Rua Paula Ney, 100"
1073,   R$ 1.600 /Mês  ,  1   Quarto  ,"Rua Itapeva, 182 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  25   m²  , Bela Vista,"Rua Itapeva, 182"
1074,   R$ 1.750 /Mês  ,  1   Quarto  ,"Rua Itapeva, 182 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  42   m²  , Bela Vista,"Rua Itapeva, 182"
