,rent,rooms,address,bathroom,parking,area,suburb,street
172,900,  1  ,"Rua Estado de Pernambuco, 317 - Jardim Egle, São Paulo - SP",  1  ,  --  ,  45  ,Jardim Egle,"Rua Estado de Pernambuco, 317"
173,10000,  3  ,"Rua Ubiracica - Boaçava, São Paulo - SP",  5  ,  2  ,  350  ,Boaçava,Rua Ubiracica
174,2600,  2  ,"Rua República do Iraque, 88 - Brooklin Paulista, São Paulo - SP",  2  ,  3  ,  120  ,Brooklin Paulista,"Rua República do Iraque, 88"
175,50000,  4  ,"Rua Dom Tomás Costa e Lima, 97 - Vila Tramontano, São Paulo - SP",  5  ,  14  ,  1075  ,Vila Tramontano,"Rua Dom Tomás Costa e Lima, 97"
176,12000,  4  ,"Rua Pires de Oliveira, 530 - Chácara Santo Antônio (Zona Sul), São Paulo - SP",  6  ,  3  ,  700  ,Chácara Santo Antônio (Zona Sul),"Rua Pires de Oliveira, 530"
177,990,  1  ,"Vila Palmeiras, São Paulo - SP",  1  ,  --  ,  50  ,SP,"Vila Palmeiras, São Paulo"
178,750,  1  ,"Rua Soldado João Rodrigues, 112 - Jardim Japão, São Paulo - SP",  1  ,  --  ,  35  ,Jardim Japão,"Rua Soldado João Rodrigues, 112"
179,90000,  5  ,"Retiro Morumbi, São Paulo - SP",  11  ,  30  ,  2000  ,SP,"Retiro Morumbi, São Paulo"
180,5000,  2  ,"Rua Flórida, *** - Cidade Monções, São Paulo - SP",  3  ,  2  ,  98  ,Cidade Monções,"Rua Flórida, ***"
181,12000,  4  ,"Rua Itamarati - Pacaembu, São Paulo - SP",  5  ,  5  ,  465  ,Pacaembu,Rua Itamarati
182,600,  1  ,"Vila Carbone, São Paulo - SP",  1  ,  --  ,  45  ,SP,"Vila Carbone, São Paulo"
183,4950,  3  ,"Rua Paris - Sumaré, São Paulo - SP",  3  ,  4  ,  177  ,Sumaré,Rua Paris
184,30000,  4  ,"Jardim Cordeiro, São Paulo - SP",  6  ,  14  ,  941  ,SP,"Jardim Cordeiro, São Paulo"
185,10000,  4  ,"Rua Carlos Rath - Alto de Pinheiros, São Paulo - SP",  5  ,  5  ,  400  ,Alto de Pinheiros,Rua Carlos Rath
186,2600,  1  ,"Alameda dos Anapurus - Indianópolis, São Paulo - SP",  2  ,  --  ,  50  ,Indianópolis,Alameda dos Anapurus
187,8000,  4  ,"Rua Demóstenes - Campo Belo, São Paulo - SP",  4  ,  2  ,  200  ,Campo Belo,Rua Demóstenes
188,16000,  3  ,"Rua Turquia - Jardim Europa, São Paulo - SP",  4  ,  2  ,  260  ,Jardim Europa,Rua Turquia
189,2200,  2  ,"Rua Artur Thiré, 1085 - Vila da Saúde, São Paulo - SP",  2  ,  --  ,  80  ,Vila da Saúde,"Rua Artur Thiré, 1085"
190,8000,  3  ,"Alto de Pinheiros, São Paulo - SP",  5  ,  4  ,  450  ,SP,"Alto de Pinheiros, São Paulo"
191,16000,  4  ,"Rua Nebraska - Brooklin Novo, São Paulo - SP",  5  ,  4  ,  200  ,Brooklin Novo,Rua Nebraska
192,11500,  3  ,"Rua Professor Filadelfo Azevedo - Vila Nova Conceição, São Paulo - SP",  3  ,  4  ,  213  ,Vila Nova Conceição,Rua Professor Filadelfo Azevedo
193,600,  1  ,"Rua Timóteo, 49 - Jardim Paraguaçu, São Paulo - SP",  1  ,  --  ,  30  ,Jardim Paraguaçu,"Rua Timóteo, 49"
194,20000,  4  ,"Rua Ceará - Consolação, São Paulo - SP",  8  ,  5  ,  550  ,Consolação,Rua Ceará
195,10000,  2  ,"Rua Maestro Chiaffarelli - Jardim Paulista, São Paulo - SP",  4  ,  1  ,  170  ,Jardim Paulista,Rua Maestro Chiaffarelli
196,20000,  4  ,"Rua Bennet - Alto de Pinheiros, São Paulo - SP",  5  ,  4  ,  451  ,Alto de Pinheiros,Rua Bennet
197,4112,  4  ,"Vila São Francisco, São Paulo - SP",  4  ,  4  ,  350  ,SP,"Vila São Francisco, São Paulo"
198,1900,  1  ,"Rua Barretos, 363 - Alto da Mooca, São Paulo - SP",  2  ,  1  ,  70  ,Alto da Mooca,"Rua Barretos, 363"
199,30000,  4  ,"Jardim Europa, São Paulo - SP",  4  ,  3  ,  350  ,SP,"Jardim Europa, São Paulo"
200,2250,  1  ,"Rua Rubens Meireles, 99 - Várzea da Barra Funda, São Paulo - SP",  1  ,  1  ,  41  ,Várzea da Barra Funda,"Rua Rubens Meireles, 99"
201,10900,  4  ,"Rua Abegoaria - Jardim das Bandeiras, São Paulo - SP",  6  ,  5  ,  420  ,Jardim das Bandeiras,Rua Abegoaria
202,100000,  6  ,"Rua Antônio de Andrade Rebelo - Retiro Morumbi, São Paulo - SP",  6  ,  10  ,  1700  ,Retiro Morumbi,Rua Antônio de Andrade Rebelo
203,9000,  3  ,"Rua Escobar Ortiz - Vila Nova Conceição, São Paulo - SP",  3  ,  2  ,  190  ,Vila Nova Conceição,Rua Escobar Ortiz
204,38000,  4  ,"Jardim Morumbi, São Paulo - SP",  4  ,  4  ,  1000  ,SP,"Jardim Morumbi, São Paulo"
205,2800,  2  ,"Rua Fernandes Moreira, 306 - Chácara Santo Antônio (Zona Sul), São Paulo - SP",  2  ,  2  ,  134  ,Chácara Santo Antônio (Zona Sul),"Rua Fernandes Moreira, 306"
206,1500,  2  ,"Rua Maracá, 168 - Vila Guarani (Z Sul), São Paulo - SP",  1  ,  --  ,  72  ,Vila Guarani (Z Sul),"Rua Maracá, 168"
207,6800,  3  ,"Rua Rita Joana de Sousa - Campo Belo, São Paulo - SP",  4  ,  4  ,  175  ,Campo Belo,Rua Rita Joana de Sousa
208,4500,  2  ,"Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo - SP",  3  ,  1  ,  100  ,Vila Olímpia,Avenida Doutor Cardoso de Melo
209,8000,  4  ,"Rua Maria Luísa de Pinho - Parque da Mooca, São Paulo - SP",  4  ,  6  ,  520  ,Parque da Mooca,Rua Maria Luísa de Pinho
210,6800,  4  ,"Rua Icádio, 1 - City América, São Paulo - SP",  5  ,  8  ,  600  ,City América,"Rua Icádio, 1"
211,13000,  4  ,"Rua Pedro Ortiz - Sumarezinho, São Paulo - SP",  6  ,  4  ,  312  ,Sumarezinho,Rua Pedro Ortiz
212,1600,  2  ,"Vila São Francisco (Zona Leste), São Paulo - SP",  3  ,  2  ,  137  ,SP,"Vila São Francisco (Zona Leste), São Paulo"
213,6985,  4  ,"Rua José dos Santos Júnior, 405 - Campo Belo, São Paulo - SP",  4  ,  2  ,  370  ,Campo Belo,"Rua José dos Santos Júnior, 405"
214,780,  1  ,"Rua Maria Antonieta - Vila Matilde, São Paulo - SP",  1  ,  --  ,  50  ,Vila Matilde,Rua Maria Antonieta
215,800,  2  ,"Avenida Rodrigues Montemor, 786 - Cidade Domitila, São Paulo - SP",  1  ,  --  ,  40  ,Cidade Domitila,"Avenida Rodrigues Montemor, 786"
216,3000,  2  ,"Rua Joel Jorge de Melo - Vila Mariana, São Paulo - SP",  1  ,  1  ,  120  ,Vila Mariana,Rua Joel Jorge de Melo
217,1570,  3  ,"Rua Lituânia - Alto da Mooca, São Paulo - SP",  2  ,  --  ,  78  ,Alto da Mooca,Rua Lituânia
218,1050,  1  ,"Rua Tenente Otávio Gomes, 330 - Aclimação, São Paulo - SP",  1  ,  --  ,  34  ,Aclimação,"Rua Tenente Otávio Gomes, 330"
219,5585,  2  ,"Rua Fernão Dias, 323 - Pinheiros, São Paulo - SP",  2  ,  2  ,  84  ,Pinheiros,"Rua Fernão Dias, 323"
220,5500,  3  ,"Rua João Lourenço, 763 - Vila Nova Conceição, São Paulo - SP",  2  ,  1  ,  80  ,Vila Nova Conceição,"Rua João Lourenço, 763"
221,2890,  1  ,"Rua Artur Prado, 433 - Bela Vista, São Paulo - SP",  1  ,  1  ,  43  ,Bela Vista,"Rua Artur Prado, 433"
222,6490,  3  ,"Rua Bacaetava, 66 - Vila Gertrudes, São Paulo - SP",  2  ,  2  ,  107  ,Vila Gertrudes,"Rua Bacaetava, 66"
223,3350,  3  ,"Avenida Paulista, 37 - Bela Vista, São Paulo - SP",  2  ,  1  ,  116  ,Bela Vista,"Avenida Paulista, 37"
224,1800,  3  ,"Rua Dankmar Adler - Vila Suzana, São Paulo - SP",  3  ,  2  ,  80  ,Vila Suzana,Rua Dankmar Adler
225,3400,  2  ,"Rua Oscar Freire, 1735 - Pinheiros, São Paulo - SP",  2  ,  1  ,  80  ,Pinheiros,"Rua Oscar Freire, 1735"
226,3500,  4  ,"Vila Santo Estevão, São Paulo - SP",  2  ,  4  ,  145  ,SP,"Vila Santo Estevão, São Paulo"
228,1800,  2  ,"Rua das Palmeiras - Vila Buarque, São Paulo - SP",  1  ,  1  ,  55  ,Vila Buarque,Rua das Palmeiras
229,3385,  2  ,"Rua Francisco Leitão, 381 - Pinheiros, São Paulo - SP",  2  ,  2  ,  101  ,Pinheiros,"Rua Francisco Leitão, 381"
230,3100,  1  ,"Rua Manuel da Nóbrega, 646 - Paraíso, São Paulo - SP",  2  ,  2  ,  50  ,Paraíso,"Rua Manuel da Nóbrega, 646"
231,4100,  3  ,"Avenida Mofarrej, 275 - Vila Leopoldina, São Paulo - SP",  3  ,  3  ,  96  ,Vila Leopoldina,"Avenida Mofarrej, 275"
232,4500,  3  ,"Rua Mourato Coelho - Pinheiros, São Paulo - SP",  3  ,  1  ,  215  ,Pinheiros,Rua Mourato Coelho
233,4200,  1  ,"Travessa Dona Paula - Higienópolis, São Paulo - SP",  1  ,  --  ,  120  ,Higienópolis,Travessa Dona Paula
234,2500,  2  ,"Rua Fortaleza, 186 - Bela Vista, São Paulo - SP",  1  ,  --  ,  86  ,Bela Vista,"Rua Fortaleza, 186"
235,2300,  4  ,"Rua Eduardo Ferreira Franca, 259 - Água Funda, São Paulo - SP",  2  ,  --  ,  100  ,Água Funda,"Rua Eduardo Ferreira Franca, 259"
236,6999,  3  ,"Rua Gregório Paes de Almeida - Vila Madalena, São Paulo - SP",  5  ,  3  ,  270  ,Vila Madalena,Rua Gregório Paes de Almeida
237,900,  1  ,"Parque São Luís, São Paulo - SP",  1  ,  --  ,  40  ,SP,"Parque São Luís, São Paulo"
238,3200,  2  ,"Rua Pascal - Campo Belo, São Paulo - SP",  2  ,  1  ,  80  ,Campo Belo,Rua Pascal
239,24000,  4  ,"Cerqueira César, São Paulo - SP",  4  ,  2  ,  250  ,SP,"Cerqueira César, São Paulo"
240,4900,  4  ,"Rua Breno Pinheiro - Jardim Morumbi, São Paulo - SP",  3  ,  3  ,  296  ,Jardim Morumbi,Rua Breno Pinheiro
241,9000,  4  ,"Jardim Monte Kemel, São Paulo - SP",  6  ,  10  ,  379  ,SP,"Jardim Monte Kemel, São Paulo"
242,3000,  3  ,"Avenida Miruna - Indianópolis, São Paulo - SP",  3  ,  3  ,  120  ,Indianópolis,Avenida Miruna
243,750,  1  ,"Rua Teodoro Horst - Tucuruvi, São Paulo - SP",  1  ,  1  ,  70  ,Tucuruvi,Rua Teodoro Horst
244,2200,  2  ,"Rua Comendador Sousa - Água Branca, São Paulo - SP",  1  ,  1  ,  80  ,Água Branca,Rua Comendador Sousa
245,9000,  4  ,"Mooca, São Paulo - SP",  6  ,  6  ,  608  ,SP,"Mooca, São Paulo"
247,1100,  2  ,"Rua Joaquim Oliveira Freitas, 508 - Vila Mangalot, São Paulo - SP",  1  ,  --  ,  50  ,Vila Mangalot,"Rua Joaquim Oliveira Freitas, 508"
248,5000,  2  ,"Rua Capote Valente - Pinheiros, São Paulo - SP",  3  ,  1  ,  170  ,Pinheiros,Rua Capote Valente
249,8726,  3  ,"Rua Galeno de Almeida, 309 - Pinheiros, São Paulo - SP",  2  ,  2  ,  110  ,Pinheiros,"Rua Galeno de Almeida, 309"
250,27500,  6  ,"Rua Camargo, 130 - Butantã, São Paulo - SP",  4  ,  13  ,  500  ,Butantã,"Rua Camargo, 130"
251,15000,  3  ,"Rua Teodoro Ramos, 75 - Pacaembu, São Paulo - SP",  6  ,  2  ,  268  ,Pacaembu,"Rua Teodoro Ramos, 75"
252,20000,  3  ,"Avenida Diógenes Ribeiro de Lima - Alto de Pinheiros, São Paulo - SP",  5  ,  6  ,  449  ,Alto de Pinheiros,Avenida Diógenes Ribeiro de Lima
253,2000,  2  ,"Rua Rocha Galvão - Jardim da Glória, São Paulo - SP",  1  ,  1  ,  90  ,Jardim da Glória,Rua Rocha Galvão
254,3500,  2  ,"Rua Capote Valente, 697 - Pinheiros, São Paulo - SP",  1  ,  --  ,  90  ,Pinheiros,"Rua Capote Valente, 697"
255,1450,  1  ,"Rua Alfaia - Alto da Lapa, São Paulo - SP",  1  ,  --  ,  45  ,Alto da Lapa,Rua Alfaia
256,1600,  3  ,"Vila Palmeiras, São Paulo - SP",  1  ,  1  ,  90  ,SP,"Vila Palmeiras, São Paulo"
257,14000,  3  ,"Rua Iraci - Jardim Paulistano, São Paulo - SP",  4  ,  2  ,  220  ,Jardim Paulistano,Rua Iraci
258,14380,  3  ,"Jardim Paulista, São Paulo - SP",  3  ,  3  ,  250  ,SP,"Jardim Paulista, São Paulo"
259,1200,  1  ,"Chora Menino, São Paulo - SP",  1  ,  --  ,  60  ,SP,"Chora Menino, São Paulo"
260,6990,  4  ,"Rua José dos Santos Júnior, 405 - Campo Belo, São Paulo - SP",  4  ,  2  ,  370  ,Campo Belo,"Rua José dos Santos Júnior, 405"
261,3000,  2  ,"Rua Costa Aguiar - Ipiranga, São Paulo - SP",  3  ,  3  ,  131  ,Ipiranga,Rua Costa Aguiar
262,2600,  2  ,"Rua Alves de Almeida - Chácara Belenzinho, São Paulo - SP",  3  ,  2  ,  155  ,Chácara Belenzinho,Rua Alves de Almeida
263,13000,  4  ,"Alameda Calicut - Chácara Santo Antônio (Zona Sul), São Paulo - SP",  4  ,  8  ,  450  ,Chácara Santo Antônio (Zona Sul),Alameda Calicut
264,15000,  10  ,"Avenida Lineu de Paula Machado, 1054 - Jardim Everest, São Paulo - SP",  4  ,  4  ,  600  ,Jardim Everest,"Avenida Lineu de Paula Machado, 1054"
265,18000,  4  ,"Jardim Paulista, São Paulo - SP",  4  ,  5  ,  450  ,SP,"Jardim Paulista, São Paulo"
266,8500,  3  ,"Rua Professor José Leite e Oiticica, 240 - Vila Gertrudes, São Paulo - SP",  5  ,  2  ,  150  ,Vila Gertrudes,"Rua Professor José Leite e Oiticica, 240"
267,3200,  1  ,"Rua Doutor Fadlo Haidar, 75 - Vila Olímpia, São Paulo - SP",  1  ,  1  ,  45  ,Vila Olímpia,"Rua Doutor Fadlo Haidar, 75"
268,1500,  2  ,"Rua Coronel Camisão, 409 - Vila Gomes, São Paulo - SP",  2  ,  1  ,  72  ,Vila Gomes,"Rua Coronel Camisão, 409"
269,1400,  3  ,"Avenida Engenheiro Heitor Antônio Eiras Garcia, 400 - Jardim Esmeralda, São Paulo - SP",  1  ,  1  ,  72  ,Jardim Esmeralda,"Avenida Engenheiro Heitor Antônio Eiras Garcia, 400"
270,4200,  1  ,"Rua George Ohm, 330 - Cidade Monções, São Paulo - SP",  1  ,  1  ,  52  ,Cidade Monções,"Rua George Ohm, 330"
271,2250,  2  ,"Avenida Padre Antônio José dos Santos, 1666 - Cidade Monções, São Paulo - SP",  2  ,  1  ,  86  ,Cidade Monções,"Avenida Padre Antônio José dos Santos, 1666"
272,2750,  2  ,"Rua Maestro Cardim, 1211 - Bela Vista, São Paulo - SP",  2  ,  1  ,  90  ,Bela Vista,"Rua Maestro Cardim, 1211"
273,1750,  1  ,"Bela Vista, São Paulo - SP",  1  ,  1  ,  48  ,SP,"Bela Vista, São Paulo"
274,1100,  2  ,"Avenida do Oratório, 5923 - Jardim Ângela (Zona Leste), São Paulo - SP",  2  ,  1  ,  122  ,Jardim Ângela (Zona Leste),"Avenida do Oratório, 5923"
275,5500,  2  ,"Alameda Joaquim Eugênio de Lima, 113 - Jardim Paulista, São Paulo - SP",  2  ,  1  ,  77  ,Jardim Paulista,"Alameda Joaquim Eugênio de Lima, 113"
276,1500,  1  ,"Rua Bela Cintra, 450 - Consolação, São Paulo - SP",  1  ,  1  ,  28  ,Consolação,"Rua Bela Cintra, 450"
277,3300,  2  ,"Rua Gonçalo da Cunha - Chácara Inglesa, São Paulo - SP",  2  ,  1  ,  68  ,Chácara Inglesa,Rua Gonçalo da Cunha
278,2700,  3  ,"Avenida Interlagos, 4455 - Jardim Umuarama, São Paulo - SP",  2  ,  2  ,  72  ,Jardim Umuarama,"Avenida Interlagos, 4455"
279,1900,  2  ,"Rua João Miguel Jarra, 298 - Vila Madalena, São Paulo - SP",  1  ,  1  ,  48  ,Vila Madalena,"Rua João Miguel Jarra, 298"
280,1700,  1  ,"Avenida Jabaquara, 144 - Mirandópolis, São Paulo - SP",  1  ,  1  ,  38  ,Mirandópolis,"Avenida Jabaquara, 144"
281,3000,  1  ,"Rua Doutor Diogo de Faria - Vila Clementino, São Paulo - SP",  1  ,  --  ,  25  ,Vila Clementino,Rua Doutor Diogo de Faria
282,1600,  1  ,"Alameda dos Nhambiquaras - Indianópolis, São Paulo - SP",  1  ,  1  ,  38  ,Indianópolis,Alameda dos Nhambiquaras
283,990,  1  ,"Rua Doutor Clementino - Belenzinho, São Paulo - SP",  1  ,  1  ,  21  ,Belenzinho,Rua Doutor Clementino
284,2900,  1  ,"Avenida Brigadeiro Luís Antônio, 499 - Bela Vista, São Paulo - SP",  1  ,  1  ,  40  ,Bela Vista,"Avenida Brigadeiro Luís Antônio, 499"
285,5485,  2  ,"Avenida Doutor Cardoso de Melo, 1046 - Vila Olímpia, São Paulo - SP",  3  ,  2  ,  82  ,Vila Olímpia,"Avenida Doutor Cardoso de Melo, 1046"
286,8800,  3  ,"Rua Pensilvânia, 1342 - Cidade Monções, São Paulo - SP",  5  ,  3  ,  130  ,Cidade Monções,"Rua Pensilvânia, 1342"
287,2800,  1  ,"Rua Pintassilgo, 480 - Vila Uberabinha, São Paulo - SP",  2  ,  1  ,  70  ,Vila Uberabinha,"Rua Pintassilgo, 480"
288,12000,  4  ,"Rua Júlio Verne, 258 - Jardim Hípico, São Paulo - SP",  6  ,  2  ,  288  ,Jardim Hípico,"Rua Júlio Verne, 258"
289,15000,  4  ,"Jardim Luzitânia, São Paulo - SP",  3  ,  3  ,  436  ,SP,"Jardim Luzitânia, São Paulo"
290,3000,  2  ,"Rua Cipriano Lopes França, 66 - Cidade Monções, São Paulo - SP",  2  ,  2  ,  160  ,Cidade Monções,"Rua Cipriano Lopes França, 66"
291,9000,  3  ,"Rua Sader Macul - Itaim Bibi, São Paulo - SP",  2  ,  2  ,  150  ,Itaim Bibi,Rua Sader Macul
292,1300,  2  ,"Vila Iório, São Paulo - SP",  1  ,  1  ,  70  ,SP,"Vila Iório, São Paulo"
293,8000,  4  ,"Rua Doutor Mário Freire, 88 - Retiro Morumbi, São Paulo - SP",  2  ,  3  ,  245  ,Retiro Morumbi,"Rua Doutor Mário Freire, 88"
294,12750,  4  ,"Cidade Jardim, São Paulo - SP",  4  ,  4  ,  720  ,SP,"Cidade Jardim, São Paulo"
295,3850,  2  ,"Vila Clementino, São Paulo - SP",  2  ,  --  ,  92  ,SP,"Vila Clementino, São Paulo"
296,2500,  3  ,"Rua Ouvidor Peleja, 792 - Vila Mariana, São Paulo - SP",  2  ,  2  ,  200  ,Vila Mariana,"Rua Ouvidor Peleja, 792"
297,8000,  3  ,"Rua Manduri, 164 - Jardim Paulistano, São Paulo - SP",  2  ,  3  ,  280  ,Jardim Paulistano,"Rua Manduri, 164"
298,30000,  5  ,"Alto de Pinheiros, São Paulo - SP",  2  ,  8  ,  750  ,SP,"Alto de Pinheiros, São Paulo"
299,2000,  2  ,"Rua Guaicurus, 614 - Água Branca, São Paulo - SP",  1  ,  --  ,  100  ,Água Branca,"Rua Guaicurus, 614"
300,6500,  4  ,"Rua Conde de Itu - Jardim Santo Amaro, São Paulo - SP",  5  ,  3  ,  307  ,Jardim Santo Amaro,Rua Conde de Itu
301,20000,  3  ,"Vila Nova Conceição, São Paulo - SP",  5  ,  1  ,  330  ,SP,"Vila Nova Conceição, São Paulo"
302,3500,  2  ,"Rua Lourenço Marques - Vila Olímpia, São Paulo - SP",  2  ,  2  ,  101  ,Vila Olímpia,Rua Lourenço Marques
303,700,  1  ,"Avenida Jacobus Baldi, 201 - Jardim Iracema, São Paulo - SP",  1  ,  --  ,  40  ,Jardim Iracema,"Avenida Jacobus Baldi, 201"
304,25000,  6  ,"Rua Cardoso de Melo Júnior - Alto de Pinheiros, São Paulo - SP",  9  ,  11  ,  1000  ,Alto de Pinheiros,Rua Cardoso de Melo Júnior
305,2300,  1  ,"Rua Professor Tranquilli - Vila Mariana, São Paulo - SP",  2  ,  1  ,  50  ,Vila Mariana,Rua Professor Tranquilli
306,1200,  1  ,"Travessa Professor Nilo Campos Gomes, 41 - Vila Nair, São Paulo - SP",  1  ,  --  ,  40  ,Vila Nair,"Travessa Professor Nilo Campos Gomes, 41"
307,2200,  4  ,"Avenida Cupecê, 3633 - Jardim Prudência, São Paulo - SP",  2  ,  1  ,  120  ,Jardim Prudência,"Avenida Cupecê, 3633"
308,2000,  3  ,"Rua Saguairu - Casa Verde, São Paulo - SP",  1  ,  1  ,  120  ,Casa Verde,Rua Saguairu
309,2700,  2  ,"Rua Oliveira Alves - Ipiranga, São Paulo - SP",  2  ,  1  ,  130  ,Ipiranga,Rua Oliveira Alves
310,1500,  2  ,"Rua Lessing, 675 - Chácara Belenzinho, São Paulo - SP",  1  ,  1  ,  60  ,Chácara Belenzinho,"Rua Lessing, 675"
311,20000,  4  ,"Avenida George Saville Dodd, 279 - Jardim Guedala, São Paulo - SP",  5  ,  8  ,  550  ,Jardim Guedala,"Avenida George Saville Dodd, 279"
312,1200,  2  ,"Rua Artur Felice, 148 - Jordanópolis, São Paulo - SP",  1  ,  2  ,  100  ,Jordanópolis,"Rua Artur Felice, 148"
313,1500,  2  ,"Vila Ede, São Paulo - SP",  1  ,  2  ,  80  ,SP,"Vila Ede, São Paulo"
314,3500,  3  ,"Campo Belo, São Paulo - SP",  2  ,  2  ,  200  ,SP,"Campo Belo, São Paulo"
315,28000,  3  ,"Rua Atlântica - Jardim América, São Paulo - SP",  5  ,  4  ,  600  ,Jardim América,Rua Atlântica
316,8500,  3  ,"Alameda Uananá - Planalto Paulista, São Paulo - SP",  3  ,  2  ,  200  ,Planalto Paulista,Alameda Uananá
317,1500,  1  ,"Rua Costa Aguiar, 1839 - Ipiranga, São Paulo - SP",  1  ,  --  ,  55  ,Ipiranga,"Rua Costa Aguiar, 1839"
318,9000,  2  ,"Rua São Paulino, 9 - Vila Mariana, São Paulo - SP",  5  ,  4  ,  247  ,Vila Mariana,"Rua São Paulino, 9"
319,13000,  4  ,"Butantã, São Paulo - SP",  7  ,  4  ,  490  ,SP,"Butantã, São Paulo"
320,1500,  1  ,"Rua Eugênio de Medeiros, 456 - Pinheiros, São Paulo - SP",  1  ,  --  ,  45  ,Pinheiros,"Rua Eugênio de Medeiros, 456"
321,1600,  2  ,"Rua Mariazinha Vicenzzoto - Jardim Aricanduva, São Paulo - SP",  1  ,  2  ,  100  ,Jardim Aricanduva,Rua Mariazinha Vicenzzoto
322,5500,  4  ,"Sumarezinho, São Paulo - SP",  3  ,  4  ,  388  ,SP,"Sumarezinho, São Paulo"
323,900,  1  ,"Rua Cardeal Enrico Dante, 66 - Vila Nova Mazzei, São Paulo - SP",  1  ,  --  ,  45  ,Vila Nova Mazzei,"Rua Cardeal Enrico Dante, 66"
324,4500,  4  ,"Rua Pitangueiras - Mirandópolis, São Paulo - SP",  3  ,  1  ,  144  ,Mirandópolis,Rua Pitangueiras
325,4500,  3  ,"Rua Doutor Numa Pereira do Vale - Aclimação, São Paulo - SP",  2  ,  2  ,  212  ,Aclimação,Rua Doutor Numa Pereira do Vale
326,900,  1  ,"Vila Maria, São Paulo - SP",  1  ,  --  ,  35  ,SP,"Vila Maria, São Paulo"
327,16000,  3  ,"Morumbi, São Paulo - SP",  5  ,  2  ,  481  ,SP,"Morumbi, São Paulo"
328,1300,  1  ,"Vila Bertioga, São Paulo - SP",  1  ,  --  ,  70  ,SP,"Vila Bertioga, São Paulo"
329,7000,  3  ,"Vila Sônia, São Paulo - SP",  5  ,  4  ,  480  ,SP,"Vila Sônia, São Paulo"
330,1000,  1  ,"Rua Jaupaci - Vila Paulistana, São Paulo - SP",  1  ,  1  ,  50  ,Vila Paulistana,Rua Jaupaci
331,850,  1  ,"Rua dos Operários - Vila Brasilina, São Paulo - SP",  1  ,  --  ,  98  ,Vila Brasilina,Rua dos Operários
332,13200,  4  ,"Rua Bauru, 247 - Pacaembu, São Paulo - SP",  8  ,  10  ,  840  ,Pacaembu,"Rua Bauru, 247"
333,1950,  2  ,"Rua Celso Ramos, 145 - Vila Andrade, São Paulo - SP",  1  ,  1  ,  47  ,Vila Andrade,"Rua Celso Ramos, 145"
334,1700,  3  ,"Rua Domingos da Costa Mata, 275 - Santana, São Paulo - SP",  2  ,  1  ,  62  ,Santana,"Rua Domingos da Costa Mata, 275"
335,3100,  3  ,"Rua Giovani Recordati, 153 - Parque São Domingos, São Paulo - SP",  2  ,  2  ,  74  ,Parque São Domingos,"Rua Giovani Recordati, 153"
336,3500,  2  ,"Rua São Vicente de Paulo, 401 - Santa Cecília, São Paulo - SP",  2  ,  --  ,  90  ,Santa Cecília,"Rua São Vicente de Paulo, 401"
337,5380,  2  ,"Rua Lisboa, 159 - Cerqueira César, São Paulo - SP",  2  ,  1  ,  163  ,Cerqueira César,"Rua Lisboa, 159"
338,990,  1  ,"Rua Pereira do Lago, 309 - Vila Gomes, São Paulo - SP",  1  ,  --  ,  20  ,Vila Gomes,"Rua Pereira do Lago, 309"
339,3500,  3  ,"Alameda Itu - Jardim Paulista, São Paulo - SP",  2  ,  1  ,  115  ,Jardim Paulista,Alameda Itu
340,1500,  1  ,"Rua Maria Antônia, 173 - Vila Buarque, São Paulo - SP",  1  ,  --  ,  26  ,Vila Buarque,"Rua Maria Antônia, 173"
341,1100,  2  ,"Rua Sílvio de Sousa - Vila Santa Clara, São Paulo - SP",  1  ,  1  ,  60  ,Vila Santa Clara,Rua Sílvio de Sousa
342,2400,  1  ,"Rua Antônio de Macedo Soares, 878 - Campo Belo, São Paulo - SP",  1  ,  1  ,  48  ,Campo Belo,"Rua Antônio de Macedo Soares, 878"
343,3146,  2  ,"Rua Alvorada - Vila Olímpia, São Paulo - SP",  2  ,  1  ,  67  ,Vila Olímpia,Rua Alvorada
344,3500,  2  ,"Rua Manuel da Nóbrega, 638 - Paraíso, São Paulo - SP",  3  ,  2  ,  80  ,Paraíso,"Rua Manuel da Nóbrega, 638"
345,3000,  3  ,"Rua Aimberê, 1898 - Sumaré, São Paulo - SP",  2  ,  1  ,  115  ,Sumaré,"Rua Aimberê, 1898"
346,1900,  2  ,"Estrada de Itapecerica, 1528 - Vila Prel, São Paulo - SP",  1  ,  1  ,  48  ,Vila Prel,"Estrada de Itapecerica, 1528"
347,3000,  3  ,"Rua Doutor Eduardo de Souza Aranha, 140 - Vila Nova Conceição, São Paulo - SP",  3  ,  1  ,  96  ,Vila Nova Conceição,"Rua Doutor Eduardo de Souza Aranha, 140"
348,3900,  2  ,"Rua Peixoto Gomide - Jardim Paulista, São Paulo - SP",  1  ,  1  ,  52  ,Jardim Paulista,Rua Peixoto Gomide
349,1800,  1  ,"Rua Balthazar da Veiga - Vila Nova Conceição, São Paulo - SP",  1  ,  1  ,  36  ,Vila Nova Conceição,Rua Balthazar da Veiga
350,4500,  1  ,"Rua Haddock Lobo, 1384 - Cerqueira César, São Paulo - SP",  2  ,  --  ,  84  ,Cerqueira César,"Rua Haddock Lobo, 1384"
